Text,Token,Freq,Lemma,PoS,Tag,Dep,Shape,Sentiment
Video Advertising,Video,2,video,NOUN,NN,compound,Xxxxx,0.0
Video Advertising,Advertising,2,Advertising,PROPN,NNP,ROOT,Xxxxx,0.0
Video Chat,Video,1,Video,PROPN,NNP,compound,Xxxxx,0.0
Video Chat,Chat,1,Chat,PROPN,NNP,ROOT,Xxxx,0.0
Video Games,Video,7,Video,PROPN,NNP,compound,Xxxxx,0.0
Video Games,Games,7,Games,PROPN,NNPS,ROOT,Xxxxx,0.0
Virtual Assistant,Virtual,1,virtual,ADJ,JJ,amod,Xxxxx,0.0
Virtual Assistant,Assistant,1,Assistant,PROPN,NNP,ROOT,Xxxxx,0.0
Virtual Currency,Virtual,1,virtual,ADJ,JJ,amod,Xxxxx,0.0
Virtual Currency,Currency,1,Currency,PROPN,NNP,ROOT,Xxxxx,0.0
Virtual Reality,Virtual,3,virtual,ADJ,JJ,amod,Xxxxx,0.0
Virtual Reality,Reality,3,reality,NOUN,NN,ROOT,Xxxxx,0.0
Virtual Workforce,Virtual,1,Virtual,PROPN,NNP,compound,Xxxxx,0.0
Virtual Workforce,Workforce,1,Workforce,PROPN,NNP,ROOT,Xxxxx,0.0
Virtualization,Virtualization,1,virtualization,NOUN,NN,ROOT,Xxxxx,0.0
VoIP,VoIP,2,voip,NOUN,NN,ROOT,XxXX,0.0
Warehousing,Warehousing,4,warehousing,NOUN,NN,ROOT,Xxxxx,0.0
Waste Management,Waste,4,Waste,PROPN,NNP,compound,Xxxxx,0.0
Waste Management,Management,4,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Water,Water,1,water,NOUN,NN,ROOT,Xxxxx,0.0
Water Purification,Water,2,Water,PROPN,NNP,compound,Xxxxx,0.0
Water Purification,Purification,2,Purification,PROPN,NNP,ROOT,Xxxxx,0.0
Wealth Management,Wealth,8,Wealth,PROPN,NNP,compound,Xxxxx,0.0
Wealth Management,Management,8,Management,PROPN,NNP,ROOT,Xxxxx,0.0
Wearables,Wearables,1,wearable,NOUN,NNS,ROOT,Xxxxx,0.0
Web Apps,Web,3,web,NOUN,NN,compound,Xxx,0.0
Web Apps,Apps,3,app,NOUN,NNS,ROOT,Xxxx,0.0
Web Design,Web,9,web,NOUN,NN,compound,Xxx,0.0
Web Design,Design,9,design,NOUN,NN,ROOT,Xxxxx,0.0
Web Development,Web,12,web,NOUN,NN,compound,Xxx,0.0
Web Development,Development,12,Development,PROPN,NNP,ROOT,Xxxxx,0.0
Web Hosting,Web,5,web,NOUN,NN,compound,Xxx,0.0
Web Hosting,Hosting,5,hosting,NOUN,NN,ROOT,Xxxxx,0.0
Wellness,Wellness,12,wellness,NOUN,NN,ROOT,Xxxxx,0.0
Wholesale,Wholesale,7,Wholesale,PROPN,NNP,ROOT,Xxxxx,0.0
Wine And Spirits,Wine,5,wine,NOUN,NN,ROOT,Xxxx,0.0
Wine And Spirits,And,5,and,CCONJ,CC,cc,Xxx,0.0
Wine And Spirits,Spirits,5,spirit,NOUN,NNS,conj,Xxxxx,0.0
Winery,Winery,3,Winery,PROPN,NNP,ROOT,Xxxxx,0.0
Wireless,Wireless,5,wireless,ADJ,JJ,ROOT,Xxxxx,0.0
Women's,Women,2,woman,NOUN,NNS,ROOT,Xxxxx,0.0
Women's,'s,2,'s,PART,POS,case,'x,0.0
