Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
"Aurora Cannabis is a medical marijuana producer that provides its patients quality products, customer service, and affordable pricing.",Aurora Cannabis,0,15,PERSON,
"Beacon Pointe is a financial services company providing financial consultancy services for individuals, families, and institutions.",Beacon Pointe,0,13,FAC,
Facelift is a social marketing technology provider.,Facelift,0,8,ORG,
"Canaccord Genuity is a global, full-service investment bank focused on growth companies.",Canaccord Genuity,0,17,PERSON,
Lunar Energy builds clean energy products to deliver home electrification at scale.,Lunar Energy,0,12,ORG,
Stone Point Capital is a private equity firm that invests in businesses within the global financial services industry.,Stone Point Capital,0,19,ORG,
Champlain Financial Corporation is a Montreal-based private equity firm focusing on Canadian small and mid-market investment opportunities.,Champlain Financial Corporation,0,31,ORG,
Champlain Financial Corporation is a Montreal-based private equity firm focusing on Canadian small and mid-market investment opportunities.,Montreal,37,45,GPE,
Champlain Financial Corporation is a Montreal-based private equity firm focusing on Canadian small and mid-market investment opportunities.,Canadian,84,92,NORP,
"Kohlberg Kravis Roberts is a global alternative asset manager focusing on private equity, fixed income, and capital markets.",Kohlberg Kravis Roberts,0,23,PERSON,
"Zuora provides cloud-based software on a subscription basis that helps companies launch, manage, and transform into a subscription business.",Zuora,0,5,PERSON,
"Atlas Copco specializes in manufacturing compressed air and gas equipment, generators, and industrial tool.",Atlas Copco,0,11,PERSON,
"Vista Outdoor is a global designer, manufacturer, and marketer of consumer products in the growing outdoor sports and recreation markets.",Vista Outdoor,0,13,ORG,
"ProPharma Group is the independent, single-source provider of regulatory, compliance, pharmacovigilance, and medical information services.",ProPharma Group,0,15,ORG,
"Youvia provides digital marketing, SEO, SEA, reviews, online location manager, business solution, website design, and development services.",Youvia,0,6,ORG,
"Youvia provides digital marketing, SEO, SEA, reviews, online location manager, business solution, website design, and development services.",SEO,35,38,ORG,
"Youvia provides digital marketing, SEO, SEA, reviews, online location manager, business solution, website design, and development services.",SEA,40,43,ORG,
OpenGate Capital is a private equity firm acquiring businesses in North Amerian and Europe with solid fundamentals for growth.,OpenGate Capital,0,16,ORG,
OpenGate Capital is a private equity firm acquiring businesses in North Amerian and Europe with solid fundamentals for growth.,North Amerian,66,79,GPE,
OpenGate Capital is a private equity firm acquiring businesses in North Amerian and Europe with solid fundamentals for growth.,Europe,84,90,LOC,
Incline Equity Partners is a private investment firm focused on investments in lower middle-market growth,Incline Equity Partners,0,23,ORG,
iCapital Network is a fintech platform for alternative investments and investors.,iCapital Network,0,16,ORG,
Focus Cloud is a recruitment agency that specializes in permanent and contract solutions services.,Focus Cloud,0,11,ORG,
"AcreTrader is a technology company connecting investors, land, and farmers.",AcreTrader,0,10,ORG,
Taktical Digital is an internationally recognized performance driven digital marketing agency. With an obsessive focus on results and maxim,Taktical Digital,0,16,ORG,
"SiteMinder is the world's leading open hotel commerce platform and a AU$1 billion business used by 33,000+ hotels across 150 countries.",AU$1 billion,69,81,MONEY,
"SiteMinder is the world's leading open hotel commerce platform and a AU$1 billion business used by 33,000+ hotels across 150 countries.","33,000",99,105,CARDINAL,
"SiteMinder is the world's leading open hotel commerce platform and a AU$1 billion business used by 33,000+ hotels across 150 countries.",150,121,124,CARDINAL,
Planet DDS is the leading provider of cloud-enabled dental practice management and dental imaging software in North America.,DDS,7,10,ORG,
Planet DDS is the leading provider of cloud-enabled dental practice management and dental imaging software in North America.,North America,110,123,LOC,
GreyNoise is a cybersecurity company that analyzes Internet scanning traffic to separate threats from background noise.,GreyNoise,0,9,ORG,
"Anderson Anderson &amp; Brown provides tax planning, corporate finance, auditing, employment and wealth management services.",Anderson Anderson &,0,19,PERSON,
"Anderson Anderson &amp; Brown provides tax planning, corporate finance, auditing, employment and wealth management services.",Brown,24,29,PERSON,
talented colleagues within Comfy Enlighted on a mission to connect people to space with technologies that enable them to do their best work.,Comfy Enlighted,27,42,ORG,
Health Care Service Corporation is the customer-owned health insurance company.,Health Care Service Corporation,0,31,ORG,
InvestIndustrial Holdings is an investment firm focused on funding Southern European medium-sized companies.,InvestIndustrial Holdings,0,25,ORG,
InvestIndustrial Holdings is an investment firm focused on funding Southern European medium-sized companies.,Southern European,67,84,NORP,
"Anser Advisory is a national firm specializing in capital program funding, program management and executive advisory services.",Anser Advisory,0,14,ORG,
"Guidehouse provides management, technology, and risk consulting to clients around the world.",Guidehouse,0,10,PERSON,
Macquarie Asset Management provides investment solutions to clients across a range of capabilities and products.,Macquarie Asset Management,0,26,ORG,
Seawall Capital is Partnering with exceptional companies delivering products and services that people love and trust.,Seawall Capital,0,15,ORG,
"Teleflex is a diversified global company, distinguished by a significant presence in healthcare, with niche businesses.",Teleflex,0,8,ORG,
"Teleflex is a diversified global company, distinguished by a significant presence in healthcare, with niche businesses.",healthcare,85,95,ORG,
HRS is the Global Hotel Solutions end to end technology provider in business travel.,the Global Hotel Solutions,7,33,ORG,
BorgWarner is an automotive supplier of sustainable and innovative mobility solutions for the vehicle market.,BorgWarner,0,10,ORG,
"iomart Group is a cloud hosting platform that designs, delivers, and manages any cloud platform to meet specific business objectives.",Group,7,12,ORG,
CRC Group is one of the largest wholesale providers of property and casualty insurance.,CRC Group,0,9,ORG,
CRC Group is one of the largest wholesale providers of property and casualty insurance.,one,13,16,CARDINAL,
LegalEase Solutions is a legal service company specializing in legal research and writing services.,LegalEase Solutions,0,19,ORG,
ParkHub is a technology company that provides software and hardware for the destination industry.,ParkHub,0,7,ORG,
Prescott's is the independent service provider and refurbisher of surgical microscopes.,Prescott,0,8,ORG,
Sango Capital Management is an south Africa based investment management firm focused on building top tier investment vehicles that deliver,Sango Capital Management,0,24,ORG,
Sango Capital Management is an south Africa based investment management firm focused on building top tier investment vehicles that deliver,south Africa,31,43,GPE,
Fairstone Services is a non-bank provider of responsible lending solutions for near-prime and non-prime borrowers.,Fairstone Services,0,18,ORG,
Moss Adams and its affiliates provide insight and expertise integral to the success of organizations across the globe.,Moss Adams,0,10,PERSON,
Equity Trustees provides financial products and services in Australia.,Equity Trustees,0,15,ORG,
Equity Trustees provides financial products and services in Australia.,Australia,60,69,GPE,
"ReviveHealth is a health care solution that provides employees with primary, urgent care, mental health therapy, and pharmacy benefits.",ReviveHealth,0,12,ORG,
Stubben Edge is a technology-based financial services group that enables intermediaries &amp; clients to make easy decisions about their risks.,Stubben Edge,0,12,PERSON,
Stubben Edge is a technology-based financial services group that enables intermediaries &amp; clients to make easy decisions about their risks.,financial services,35,53,ORG,
Stubben Edge is a technology-based financial services group that enables intermediaries &amp; clients to make easy decisions about their risks.,enables intermediaries &amp,65,92,ORG,
EagleTree Capital is a private equity firm.,EagleTree Capital,0,17,ORG,
Joink is an IT company that offers fiber optic and cloud hosting services.,Joink,0,5,PERSON,
Disc Medicine is a hematology company,Disc Medicine,0,13,PERSON,
Focus Home Interactive specializes in the publishing and distribution of video games for PCs and consoles.,Focus Home Interactive,0,22,ORG,
Converge Technology Solutions is a national platform of regionally-focused Hybrid IT solution providers.,Converge Technology Solutions,0,29,ORG,
"Arch Amenities Group is a provider of wellness, amenity, and meeting services for commercial and residential properties, and hotels.",Arch Amenities Group,0,20,ORG,
"Endeavor Schools is an education management company with a wide range of unique, highly regarded schools across the United States.",the United States,112,129,GPE,
Audax Private Equity focuses on building middle-market companies.,Audax Private Equity,0,20,ORG,
"Arch Amenities Group is a provider of wellness, amenity, and meeting services for commercial and residential properties, and hotels.",Arch Amenities Group,0,20,ORG,
X1 Esports and Entertainment is a gaming and media portfolio company focusing on the video game and content creator industries,X1 Esports and Entertainment,0,28,ORG,
One Equity Partners makes private equity investments behind compelling business ideas and strong management teams.,One,0,3,CARDINAL,
One Equity Partners makes private equity investments behind compelling business ideas and strong management teams.,Equity Partners,4,19,ORG,
RISK Management Association is a member-driven professional association whose sole purpose is to advance sound risk management principles.,RISK Management Association,0,27,ORG,
ADDvise is a supplier of equipment to healthcare and research facilities.,ADDvise,0,7,ORG,
"Strathcona Resources is a Calgary-based private, oil-weighted company focused on the exploration, and production of oil and gas resources.",Strathcona Resources,0,20,PERSON,
"Strathcona Resources is a Calgary-based private, oil-weighted company focused on the exploration, and production of oil and gas resources.",Calgary,26,33,GPE,
"AUO Display Plus provides a full range of display services, from R&amp;D to sales and customer support.",AUO Display,0,11,PERSON,
Al maya group services include food and non-food distribution.,Al maya,0,7,PERSON,
Recuro Health delivers value throughout the healthcare ecosystem with an integrated digital health solution that transitions the U.S.,U.S.,129,133,GPE,
"RT² provides customizable POS, ERP, business intelligence, agent portal systems, enterprise services, and inventory management solutions.",RT²,0,3,ORG,
"RT² provides customizable POS, ERP, business intelligence, agent portal systems, enterprise services, and inventory management solutions.",POS,26,29,ORG,
"RT² provides customizable POS, ERP, business intelligence, agent portal systems, enterprise services, and inventory management solutions.",ERP,31,34,ORG,
"MarineMax is a new and used boat dealer and yacht broker, and the largest Sea Ray dealer in the world.",MarineMax,0,9,ORG,
"MarineMax is a new and used boat dealer and yacht broker, and the largest Sea Ray dealer in the world.",yacht broker,44,56,ORG,
"MarineMax is a new and used boat dealer and yacht broker, and the largest Sea Ray dealer in the world.",Sea Ray,74,81,PERSON,
"Robinhood is a stock brokerage that allows customers to buy and sell stocks, options, ETFs, and cryptocurrencies with zero commission.",ETFs,86,90,ORG,
"Robinhood is a stock brokerage that allows customers to buy and sell stocks, options, ETFs, and cryptocurrencies with zero commission.",zero,118,122,CARDINAL,
Charlesbank Capital Partners is a private equity firm,Charlesbank Capital Partners,0,28,ORG,
Forsta provides Customer Experience and Research Technology for some of the world’s most ambitious organizations.,Forsta,0,6,ORG,
Forsta provides Customer Experience and Research Technology for some of the world’s most ambitious organizations.,Customer Experience,16,35,ORG,
Forsta provides Customer Experience and Research Technology for some of the world’s most ambitious organizations.,Research Technology,40,59,ORG,
"Groupe Touchette is a distributor of tires to automotive manufacturers, dealers and independent customers.",Groupe Touchette,0,16,PERSON,
Nexus IT Consultants is an IT Support and Computer Services company based in Park City UT.,Nexus IT Consultants,0,20,ORG,
Nexus IT Consultants is an IT Support and Computer Services company based in Park City UT.,Computer Services,42,59,ORG,
Nexus IT Consultants is an IT Support and Computer Services company based in Park City UT.,Park City,77,86,GPE,
Naprotek is a woman-owned Silicon Valley based electronics manufacturing services.,Naprotek,0,8,ORG,
Naprotek is a woman-owned Silicon Valley based electronics manufacturing services.,Silicon Valley,26,40,LOC,
"Looking Glass Labs is a digital agency specializing in NFT architecture, immersive XR metaverse design and virtual asset royalty streams.",Glass Labs,8,18,PERSON,
"Looking Glass Labs is a digital agency specializing in NFT architecture, immersive XR metaverse design and virtual asset royalty streams.",NFT,55,58,ORG,
Inszone is a full-service insurance firm which provides a broad array of property &amp; casualty as well as employee benefits solutions.,Inszone,0,7,ORG,
Kargo is the leader in mobile brand advertising.,Kargo,0,5,GPE,
Devon Energy is oil and natural gas exploration and production company.,Devon Energy,0,12,ORG,
"MedTech Momentum is a marketing firm that focuses on web, strategy, branding, lead generation, PR, video and content.",MedTech Momentum,0,16,PERSON,
web-based coding tool that allows administrative and clinical staff to look up codes and perform edits all in one easy-to-use program.,one,110,113,CARDINAL,
Learning Curve Group specialises in education and training that supports the needs of three client groups.,Learning Curve Group,0,20,ORG,
Learning Curve Group specialises in education and training that supports the needs of three client groups.,three,86,91,CARDINAL,
Eliassen Group is a technology staffing company providing contract and direct-hire staffing solutions corporations and non-profits.,Eliassen Group,0,14,ORG,
"Ernst &amp; Young is a provider of assurance, tax, transaction and advisory services.",Ernst &,0,7,ORG,
"Ernst &amp; Young is a provider of assurance, tax, transaction and advisory services.",Young,12,17,PERSON,
Klis Capital is an investment platform for select Latin American Family Offices and other investors.,Klis Capital,0,12,ORG,
Klis Capital is an investment platform for select Latin American Family Offices and other investors.,Latin American,50,64,NORP,
Brown-Forman is one of the American-owned spirits and wine companies.,Brown-Forman,0,12,ORG,
Brown-Forman is one of the American-owned spirits and wine companies.,one,16,19,CARDINAL,
Brown-Forman is one of the American-owned spirits and wine companies.,American,27,35,NORP,
IXL Learning is a subscription-based learning site who provides unlimited practice.,IXL Learning,0,12,ORG,
"Balincan USA, Inc. retails cosmetics and beauty products.","Balincan USA, Inc.",0,18,ORG,
Aris Infra is a digital platform that connects companies and contactors with verified suppliers.,Aris Infra,0,10,ORG,
Ingevity Corp. provides specialty chemicals and high-performance carbon materials and technologies.,Ingevity Corp.,0,14,ORG,
Digital communications platform that increases engagement and revenue for financial service institutions,Digital,0,7,ORG,
"dropp group wins Web3, using its patented innovations in Ai/ML, object recognition, streaming, AR, MR, VR and crypto.",Ai/ML,57,62,ORG,
"dropp group wins Web3, using its patented innovations in Ai/ML, object recognition, streaming, AR, MR, VR and crypto.",MR,99,101,GPE,
"dropp group wins Web3, using its patented innovations in Ai/ML, object recognition, streaming, AR, MR, VR and crypto.",VR,103,105,GPE,
"Gulf Business Machines (GBM) is the number one provider of IT solutions, leveraging industry leading technologies",Gulf Business Machines,0,22,ORG,
"Gulf Business Machines (GBM) is the number one provider of IT solutions, leveraging industry leading technologies",GBM,24,27,ORG,
Transporeon is the cloud-based logistics platform that enables a worldwide collaborative network of logistics professionals.,Transporeon,0,11,GPE,
RSK Group is the UK’s largest privately-owned multi-disciplinary environmental consultancy and one of the fastest growing companies.,RSK Group,0,9,ORG,
RSK Group is the UK’s largest privately-owned multi-disciplinary environmental consultancy and one of the fastest growing companies.,UK,17,19,GPE,
RSK Group is the UK’s largest privately-owned multi-disciplinary environmental consultancy and one of the fastest growing companies.,one,95,98,CARDINAL,
DaySmart is the leading provider of business management tools designed to make it easier for entrepreneurs to run and grow their businesses.,DaySmart,0,8,ORG,
"Lagercrantz Group offers world-leading, value-creating technology, using either proprietary products.",Lagercrantz Group,0,17,ORG,
PEXA is a secure online platform that allows property transactions to be completed quickly and easily.,PEXA,0,4,ORG,
"Red Arts Capital is an investment firm focused on North American-based transportation, logistics and related industries.",Red Arts Capital,0,16,ORG,
"Red Arts Capital is an investment firm focused on North American-based transportation, logistics and related industries.",North American,50,64,NORP,
"Peak Lifting Solutions is the premier provider of glass, stone &amp; metal handling equipment.",Peak Lifting Solutions,0,22,ORG,
"Peak Lifting Solutions is the premier provider of glass, stone &amp; metal handling equipment.",stone &amp,57,67,ORG,
American Securities is a private equity firm with approximately $15 billion under management.,American Securities,0,19,ORG,
American Securities is a private equity firm with approximately $15 billion under management.,approximately $15 billion,50,75,MONEY,
Wealth Enhancement Group offers customized financial planning and investment management services.,Wealth Enhancement Group,0,24,ORG,
"Robin develops a workplace platform designed for connecting people with rooms, desks, and each other.",Robin,0,5,PERSON,
"3D Systems provides 3D content-to-print solutions such as printers, print materials, custom parts, and imaging and customization software.",3D Systems,0,10,ORG,
Little Otter is a children's mental health company that developed an app that focuses on the mental health of children and their families.,Otter,7,12,ORG,
The Banijay Group is a content creation company for television and multimedia platforms.,The Banijay Group,0,17,ORG,
"Crypto.com is a payment and cryptocurrency platform that empowers users to buy, sell, and pay with crypto.",Crypto.com,0,10,ORG,
TruArc Partners is a private equity firm.,TruArc Partners,0,15,ORG,
Benchmark Space Systems is an aerospace company that offers propulsion solutions for small satellite applications.,Benchmark Space Systems,0,23,ORG,
UPS is a package delivery company that offers the transportation of packages and freight and the facilitation of international trade.,UPS,0,3,ORG,
"ANR operates a midsize beauty manufacturing business that makes custom product formulations, specializing in skin care and hair care.",ANR,0,3,ORG,
LFM Capital is a value-added private equity investor focused on niche manufacturing and industrial services businesses.,LFM Capital,0,11,ORG,
WilliamsMarston is a provider of management consulting and accounting advisory services.,WilliamsMarston,0,15,ORG,
ABM Industries Incorporated (ABM) is a provider of integrated facility solutions.,ABM Industries Incorporated,0,27,ORG,
ABM Industries Incorporated (ABM) is a provider of integrated facility solutions.,ABM,29,32,ORG,
AGA Benefit Solutions is an insurance firm that provides insurance innovative solutions and services.,AGA Benefit Solutions,0,21,ORG,
Saber Interactive is a developers of interactive games in Russia and Eastern Europe.,Saber Interactive,0,17,ORG,
Saber Interactive is a developers of interactive games in Russia and Eastern Europe.,Russia,58,64,GPE,
Saber Interactive is a developers of interactive games in Russia and Eastern Europe.,Eastern Europe,69,83,LOC,
JustCBD is an established CPG brand with a portfolio of over 300 products and a seamless omnichannel approach.,CPG,26,29,ORG,
JustCBD is an established CPG brand with a portfolio of over 300 products and a seamless omnichannel approach.,over 300,56,64,CARDINAL,
"Atmosphere Commercial Interiors provides commercial &amp; office furniture for corporate, healthcare, education, and hospitality environments.",healthcare,90,100,ORG,
"Accusoft provides a full spectrum of document, content and imaging solutions",Accusoft,0,8,PERSON,
ProntoPro is a marketplace that connects people in need with artisans and professional workers and small businesses.,ProntoPro,0,9,ORG,
"Datavant is a provider of a healthcare data solutions to help institutions share, protect, and match health data.",Datavant,0,8,ORG,
"Physics Wallah offers live classes, video lectures, test series, and dynamic exercises for JEE, NEET entrance, and board exams.",Physics Wallah,0,14,PERSON,
"Physics Wallah offers live classes, video lectures, test series, and dynamic exercises for JEE, NEET entrance, and board exams.",JEE,91,94,ORG,
"AVA is disrupting old, traditional advertising and marketing networks and changing the way agencies grow.",AVA,0,3,ORG,
Gamut Capital Management is a private equity firm exclusively focused on the middle market.,Gamut Capital Management,0,24,ORG,
"HP is a manufacturer and seller of personal computers, printers, computer hardwares, and business solutions.",HP,0,2,ORG,
"Kelso &amp; Company is a middle market private equity firm focusing on recapitalizations, growth capital transactions, and leveraged buyouts.",Kelso &amp,0,10,ORG,
"Kelso &amp; Company is a middle market private equity firm focusing on recapitalizations, growth capital transactions, and leveraged buyouts.",Company,12,19,ORG,
Edlio creates custom designed websites with an intuitive content management software.,Edlio,0,5,ORG,
Volaris Group Strengthens businesses within the markets they compete and enabling them to grow.,Volaris Group,0,13,ORG,
Volaris Group Strengthens businesses within the markets they compete and enabling them to grow.,Strengthens,14,25,ORG,
"Noble is a pharmaceutical company that offers healthcare, biotechnology and education services.",healthcare,46,56,ORG,
Graas is a provider of e-commerce solutions.,Graas,0,5,ORG,
"Kushki offers clients an integrated payments platform and omnichannel solutions for e-commerce, m-commerce, and physical stores.",Kushki,0,6,PERSON,
Equitable provides consulting services to secure the financial well-being and retirement strategies for individuals and families.,Equitable,0,9,ORG,
"Ernst &amp; Young is a provider of assurance, tax, transaction and advisory services.",Ernst &,0,7,ORG,
"Ernst &amp; Young is a provider of assurance, tax, transaction and advisory services.",Young,12,17,PERSON,
S&amp;T Iskratel offers a diverse portfolio of comprehensive ICT solutions for the digitalization of various industries.,S&amp;T Iskratel,0,16,PERSON,
S&amp;T Iskratel offers a diverse portfolio of comprehensive ICT solutions for the digitalization of various industries.,ICT,61,64,ORG,
RAMM Pharma is a cannabinoid pharmacology and product formulation leader for cannabis-based pharmaceuticals.,RAMM Pharma,0,11,PERSON,
BlackFin Capital Partners is a fully independent private equity and venture capital firm focusing on Financial Services.,BlackFin Capital Partners,0,25,ORG,
BlackFin Capital Partners is a fully independent private equity and venture capital firm focusing on Financial Services.,Financial Services,101,119,ORG,
Alcanza Clinical Research provides health education and clinical research options.,Alcanza Clinical Research,0,25,ORG,
"Harman International Industries engages in the development, manufacture and marketing of audio products and electronic systems.",Harman International Industries,0,31,ORG,
"SPA provides timely and objective analysis and integrated technical, operational, programmatic, policy, and business solutions.",SPA,0,3,ORG,
"Group 1 Automotive owns and operates about 130 franchises at approximately 100 dealerships, as well as about 25 collision service centers",about 130,37,46,CARDINAL,
"Group 1 Automotive owns and operates about 130 franchises at approximately 100 dealerships, as well as about 25 collision service centers",approximately 100,61,78,CARDINAL,
"Group 1 Automotive owns and operates about 130 franchises at approximately 100 dealerships, as well as about 25 collision service centers",25,109,111,CARDINAL,
Adista is positioned in France as the B2B alternative cloud and telecoms operator and a specialist in IT and voice services.,Adista,0,6,ORG,
Adista is positioned in France as the B2B alternative cloud and telecoms operator and a specialist in IT and voice services.,France,24,30,GPE,
S&amp;T Iskratel offers a diverse portfolio of comprehensive ICT solutions for the digitalization of various industries.,S&amp;T Iskratel,0,16,PERSON,
S&amp;T Iskratel offers a diverse portfolio of comprehensive ICT solutions for the digitalization of various industries.,ICT,61,64,ORG,
"CI&amp;T is a digital specialist, a partner in end-to-end digital transformation.",CI&amp;T,0,8,ORG,
"Bottomline Technologies provides corporations, financial institutions, and banks with e-payment, invoice, and document automation solutions.",Bottomline Technologies,0,23,ORG,
"Beckman Coulter develops, manufactures and markets products that simplify &amp; automate biomedical testing for lab professionals.",Beckman Coulter,0,15,PERSON,
"Citizens Bank is the largest financial services firm that specializes in commercial banking, mortgages, credit cards, and mobile banking.",Citizens Bank,0,13,ORG,
"Aptiv is a global technology company that develops safer, greener, and more connected solutions, which enable the future of mobility.",Aptiv,0,5,ORG,
"CUB Ventures provides new technologies and social structures that promote convenience, efficiency, and connectivity.",CUB Ventures,0,12,ORG,
"SomaLogic is a protein biomarker discovery and clinical diagnostics company, offers SOMAmer technology to improve diagnostic products.",SomaLogic,0,9,ORG,
Performance Technologies offers customized IT solutions for various organizations.,Performance Technologies,0,24,ORG,
DIF is a global infrastructure investor and infrastructure fund manager.,DIF,0,3,ORG,
Mitsui Sumitomo Insurance Company is a merger between the former Mitsui Marine and Fire Insurance.,Mitsui Sumitomo Insurance Company,0,33,ORG,
Mitsui Sumitomo Insurance Company is a merger between the former Mitsui Marine and Fire Insurance.,Mitsui Marine,65,78,ORG,
Mitsui Sumitomo Insurance Company is a merger between the former Mitsui Marine and Fire Insurance.,Fire Insurance,83,97,ORG,
Discovery Education offers standards-aligned digital curriculum resources and engaging content for K-12 classrooms.,Discovery Education,0,19,ORG,
Discovery Education offers standards-aligned digital curriculum resources and engaging content for K-12 classrooms.,K-12,99,103,PRODUCT,
"LHC Group provides in-home health and hospice care to patients suffering from injuries, illnesses, or chronic conditions.",LHC Group,0,9,ORG,
Canyon Home Care &amp; Hospice is your source for quality home care and hospice services.,Canyon Home Care &,0,18,ORG,
Canyon Home Care &amp; Hospice is your source for quality home care and hospice services.,Hospice,23,30,ORG,
Fairstone Financial Management Ltd is one of the UK’s largest Chartered Financial Planning firms.,Fairstone Financial Management Ltd,0,34,ORG,
Fairstone Financial Management Ltd is one of the UK’s largest Chartered Financial Planning firms.,one,38,41,CARDINAL,
Fairstone Financial Management Ltd is one of the UK’s largest Chartered Financial Planning firms.,UK,49,51,GPE,
Fairstone Financial Management Ltd is one of the UK’s largest Chartered Financial Planning firms.,Chartered Financial Planning,62,90,ORG,
Applied Systems is an innovative insurance software provider and a pioneer in agency management systems and more.,Applied Systems,0,15,ORG,
"TheTwentyMinuteVC is a twenty-minute VC podcast about finance, business development, and investment.",twenty-minute,23,36,TIME,
"TheTwentyMinuteVC is a twenty-minute VC podcast about finance, business development, and investment.",VC,37,39,PERSON,
"Airiam is an information technology service provider that focuses on cybersecurity, incident response, and custom development.",Airiam,0,6,PERSON,
We make debt and equity investments in middle market companies. Peak Rock invests in companies where we can support senior management in,Peak Rock,64,73,GPE,
"A San Ramon, Calif.-based beauty products company.",San Ramon,2,11,GPE,
"Fidelity National Financial, Inc. (NYSE:FNF), is a provider of title insurance, mortgage services and diversified services.","Fidelity National Financial, Inc.",0,33,ORG,
"Fidelity National Financial, Inc. (NYSE:FNF), is a provider of title insurance, mortgage services and diversified services.",NYSE,35,39,ORG,
"Fidelity National Financial, Inc. (NYSE:FNF), is a provider of title insurance, mortgage services and diversified services.",FNF,40,43,ORG,
EMS Management &amp; Consultants is a billing services provider in North Carolina.,EMS Management &,0,16,ORG,
EMS Management &amp; Consultants is a billing services provider in North Carolina.,Consultants,21,32,ORG,
EMS Management &amp; Consultants is a billing services provider in North Carolina.,North Carolina,67,81,GPE,
"Geodis provides transportation and logistics services in France, Europe, Southeast Asia, Africa, and Latin America.",France,57,63,GPE,
"Geodis provides transportation and logistics services in France, Europe, Southeast Asia, Africa, and Latin America.",Europe,65,71,LOC,
"Geodis provides transportation and logistics services in France, Europe, Southeast Asia, Africa, and Latin America.",Southeast Asia,73,87,LOC,
"Geodis provides transportation and logistics services in France, Europe, Southeast Asia, Africa, and Latin America.",Africa,89,95,LOC,
"Geodis provides transportation and logistics services in France, Europe, Southeast Asia, Africa, and Latin America.",Latin America,101,114,LOC,
"Authentic Brands Group is a brand development, marketing, and entertainment company that manages the value of global brands.",Authentic Brands Group,0,22,ORG,
Motorola Solutions creates mission-critical communication solutions and services for public safety and commercial customers.,Motorola Solutions,0,18,ORG,
Hygglo is a peer-to-peer rental service in Sweden to make use of people things.,Hygglo,0,6,ORG,
Hygglo is a peer-to-peer rental service in Sweden to make use of people things.,Sweden,43,49,GPE,
KH Investment is a venture capital firm.,KH Investment,0,13,ORG,
"Cornerstone is an SME focused, cloud based provider of payment, currency management and electronic account services.",SME,18,21,ORG,
Chase Corporation is a leading manufacturer of protective materials for high reliability applications.,Chase Corporation,0,17,ORG,
Hexatronic Group operates as a innovative technology group specializing in fiber communications.,Hexatronic Group,0,16,ORG,
Float is the next-generation cash management&nbsp;platform for businesses and startups in Africa.,Africa,90,96,LOC,
GRO Capital provides capital and knowledge to high quality mature technology companies with growth ambitions.,GRO Capital,0,11,ORG,
Lurie is an accounting and advisory firm.,Lurie,0,5,ORG,
"3Ci has been a leader in IT Staffing and Technology Consulting, and it did not happen overnight.",3Ci,0,3,CARDINAL,
"3Ci has been a leader in IT Staffing and Technology Consulting, and it did not happen overnight.",Staffing and Technology Consulting,28,62,ORG,
Dragonfly Capital Partners is investing in and supporting the promising opportunities in the cryptoasset class.,Dragonfly Capital Partners,0,26,ORG,
Givex is a cloud-based customer engagement solution that helps to streamline business operations.,Givex,0,5,ORG,
"Expereo is the provider of Managed Internet, Cloud access and SD-WAN solutions.",Managed Internet,27,43,PERSON,
"Expereo is the provider of Managed Internet, Cloud access and SD-WAN solutions.",Cloud,45,50,NORP,
Peoples Finl Corp is a financial services firm providing a comprehensive range of retail and commercial banking services.,Peoples Finl Corp,0,17,ORG,
Confirma Software is a vertical software platform that acquires strong enterprise software companies.,Confirma Software,0,17,PERSON,
Boston Scientific is an innovator of medical solutions that improve patient health.,Boston Scientific,0,17,ORG,
Prometric is a wholly-owned subsidiary of Educational Testing Service and a trusted provider of technology-enabled testing.,Educational Testing Service,42,69,ORG,
"CXT manufacturer of precast concrete buildings, storm shelters, bridge beams, box culverts, and agricultural items.",CXT,0,3,ORG,
Endeavor Fire Protection invests in providing the best- in-class training for its team while offering industry competitive benefits.,Endeavor Fire Protection,0,24,ORG,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",20,4,6,CARDINAL,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",MSP,7,10,ORG,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",MSP Business Development,26,50,ORG,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",MSP Consulting,62,76,ORG,
"The 20 MSP specializes in MSP Business Development, providing MSP Consulting and MSP Network Support.",MSP Network Support,81,100,ORG,
"Smooth Podcasting creates, distributes, and manages podcasts.",Smooth Podcasting,0,17,PERSON,
"Cashback Holding helps customers to buy the promotional product, take a photo of their receipt with the app, and get their money back.",Cashback Holding,0,16,ORG,
InterWell Health is a national physician-centric partnership between Fresenius Medical Care North America.,InterWell Health,0,16,ORG,
InterWell Health is a national physician-centric partnership between Fresenius Medical Care North America.,Fresenius Medical Care North America,69,105,ORG,
Majorel provides customer relationship management services.,Majorel,0,7,PERSON,
"Montagu is a leading mid-market private equity firm, committed to finding and growing businesses that make the world work.",Montagu,0,7,ORG,
Fishbowl is a provider of one-to-one guest-marketing products and services for the restaurant industry.,one,26,29,CARDINAL,
Fishbowl is a provider of one-to-one guest-marketing products and services for the restaurant industry.,one,33,36,CARDINAL,
"W. L. Gore &amp; Associates is a uniquely creative, technology-driven enterprise focused on discovery and product innovation.",W. L. Gore &,0,12,PERSON,
